Dates,States,Daily Confirmed,Daily Recovered,Daily Deceased,Daily Tested,Daily Vaccinated
2020-03-26,AN,1,0,0,0,0
2020-03-27,AN,5,0,0,0,0
2020-03-28,AN,3,0,0,0,0
2020-03-29,AN,0,0,0,0,0
2020-03-30,AN,1,0,0,0,0
2020-03-31,AN,0,0,0,0,0
2020-04-01,AN,0,0,0,0,0
2020-04-02,AN,0,0,0,0,0
2020-04-03,AN,0,0,0,0,0
2020-04-04,AN,0,0,0,0,0
2020-04-05,AN,0,0,0,0,0
2020-04-06,AN,0,0,0,0,0
2020-04-07,AN,0,0,0,0,0
2020-04-08,AN,1,0,0,0,0
2020-04-09,AN,0,10,0,0,0
2020-04-10,AN,0,0,0,0,0
2020-04-11,AN,0,0,0,0,0
2020-04-12,AN,0,0,0,0,0
2020-04-13,AN,0,0,0,0,0
2020-04-14,AN,0,0,0,0,0
2020-04-15,AN,0,0,0,0,0
2020-04-16,AN,0,1,0,0,0
2020-04-17,AN,1,0,0,1403,0
2020-04-18,AN,2,0,0,0,0
2020-04-19,AN,1,0,0,0,0
2020-04-20,AN,1,0,0,0,0
2020-04-21,AN,1,0,0,0,0
2020-04-22,AN,1,0,0,0,0
2020-04-23,AN,4,0,0,0,0
2020-04-24,AN,7,0,0,1276,0
2020-04-25,AN,4,0,0,0,0
2020-04-26,AN,0,0,0,0,0
2020-04-27,AN,0,0,0,169,0
2020-04-28,AN,0,4,0,0,0
2020-04-29,AN,0,0,0,0,0
2020-04-30,AN,0,1,0,0,0
2020-05-01,AN,0,0,0,906,0
2020-05-02,AN,0,10,0,0,0
2020-05-03,AN,0,6,0,0,0
2020-05-04,AN,0,0,0,0,0
2020-05-05,AN,0,0,0,0,0
2020-05-06,AN,0,0,0,0,0
2020-05-07,AN,0,1,0,0,0
2020-05-08,AN,0,0,0,0,0
2020-05-09,AN,0,0,0,0,0
2020-05-10,AN,0,0,0,0,0
2020-05-11,AN,0,0,0,0,0
2020-05-12,AN,0,0,0,0,0
2020-05-13,AN,0,0,0,0,0
2020-05-14,AN,0,0,0,0,0
2020-05-15,AN,0,0,0,0,0
2020-05-16,AN,0,0,0,2923,0
2020-05-17,AN,0,0,0,0,0
2020-05-18,AN,0,0,0,0,0
2020-05-19,AN,0,0,0,288,0
2020-05-20,AN,0,0,0,117,0
2020-05-21,AN,0,0,0,85,0
2020-05-22,AN,0,0,0,96,0
2020-05-23,AN,0,0,0,64,0
2020-05-24,AN,0,0,0,0,0
2020-05-25,AN,0,0,0,36,0
2020-05-26,AN,0,0,0,85,0
2020-05-27,AN,0,0,0,51,0
2020-05-28,AN,0,0,0,20,0
2020-05-29,AN,0,0,0,48,0
2020-05-30,AN,0,0,0,0,0
2020-05-31,AN,0,0,0,139,0
2020-06-01,AN,0,0,0,99,0
2020-06-02,AN,0,0,0,281,0
2020-06-03,AN,0,0,0,209,0
2020-06-04,AN,0,0,0,118,0
2020-06-05,AN,0,0,0,281,0
2020-06-06,AN,0,0,0,343,0
2020-06-07,AN,0,0,0,205,0
2020-06-08,AN,0,0,0,99,0
2020-06-09,AN,1,0,0,518,0
2020-06-10,AN,1,0,0,151,0
2020-06-11,AN,3,0,0,216,0
2020-06-12,AN,0,0,0,471,0
2020-06-13,AN,0,0,0,258,0
2020-06-14,AN,2,0,0,401,0
2020-06-15,AN,1,0,0,162,0
2020-06-16,AN,3,0,0,291,0
2020-06-17,AN,0,0,0,430,0
2020-06-18,AN,1,2,0,383,0
2020-06-19,AN,2,0,0,308,0
2020-06-20,AN,0,0,0,390,0
2020-06-21,AN,1,2,0,114,0
2020-06-22,AN,0,0,0,77,0
2020-06-23,AN,2,3,0,212,0
2020-06-24,AN,6,1,0,271,0
2020-06-25,AN,2,0,0,283,0
2020-06-26,AN,14,2,0,306,0
2020-06-27,AN,0,0,0,268,0
2020-06-28,AN,11,2,0,243,0
2020-06-29,AN,7,0,0,316,0
2020-06-30,AN,7,0,0,299,0
2020-07-01,AN,3,5,0,273,0
2020-07-02,AN,9,1,0,296,0
2020-07-03,AN,7,3,0,348,0
2020-07-04,AN,3,12,0,206,0
2020-07-05,AN,6,6,0,77,0
2020-07-06,AN,16,2,0,186,0
2020-07-07,AN,6,0,0,286,0
2020-07-08,AN,2,0,0,262,0
2020-07-09,AN,7,9,0,209,0
2020-07-10,AN,0,9,0,194,0
2020-07-11,AN,0,0,0,269,0
2020-07-12,AN,7,8,0,132,0
2020-07-13,AN,3,9,0,162,0
2020-07-14,AN,5,20,0,275,0
2020-07-15,AN,5,1,0,177,0
2020-07-16,AN,4,3,0,166,0
2020-07-17,AN,4,9,0,194,0
2020-07-18,AN,4,3,0,250,0
2020-07-19,AN,15,0,0,233,0
2020-07-20,AN,4,6,0,397,0
2020-07-21,AN,5,8,0,341,0
2020-07-22,AN,9,4,0,401,0
2020-07-23,AN,19,7,0,267,0
2020-07-24,AN,19,4,0,433,0
2020-07-25,AN,31,2,0,222,0
2020-07-26,AN,28,4,0,84,0
2020-07-27,AN,20,12,1,499,0
2020-07-28,AN,25,4,0,377,0
2020-07-29,AN,65,5,1,292,0
2020-07-30,AN,42,0,1,398,0
2020-07-31,AN,78,13,2,423,0
2020-08-01,AN,88,12,2,270,0
2020-08-02,AN,98,16,1,272,0
2020-08-03,AN,96,21,2,454,0
2020-08-04,AN,98,14,2,458,0
2020-08-05,AN,99,49,2,334,0
2020-08-06,AN,96,29,2,690,0
2020-08-07,AN,99,70,3,399,0
2020-08-08,AN,129,75,1,158,0
2020-08-09,AN,139,148,0,30,0
2020-08-10,AN,135,61,0,243,0
2020-08-11,AN,139,40,1,109,0
2020-08-12,AN,136,80,0,289,0
2020-08-13,AN,137,95,1,229,0
2020-08-14,AN,149,108,2,156,0
2020-08-15,AN,120,96,0,80,0
2020-08-16,AN,93,98,4,20,0
2020-08-17,AN,46,99,1,443,0
2020-08-18,AN,84,96,1,265,0
2020-08-19,AN,75,108,0,366,0
2020-08-20,AN,76,109,1,184,0
2020-08-21,AN,67,106,1,86,0
2020-08-22,AN,61,109,0,315,0
2020-08-23,AN,52,110,1,390,0
2020-08-24,AN,44,129,2,235,0
2020-08-25,AN,41,139,2,569,0
2020-08-26,AN,40,78,4,564,0
2020-08-27,AN,33,65,1,184,0
2020-08-28,AN,32,70,0,270,0
2020-08-29,AN,31,75,2,307,0
2020-08-30,AN,23,67,1,267,0
2020-08-31,AN,28,61,1,811,0
2020-09-01,AN,28,67,0,1619,0
2020-09-02,AN,26,44,1,1032,0
2020-09-03,AN,37,65,1,939,0
2020-09-04,AN,34,40,1,750,0
2020-09-05,AN,35,41,1,749,0
2020-09-06,AN,40,47,0,631,0
2020-09-07,AN,27,46,0,790,0
2020-09-08,AN,33,38,0,1044,0
2020-09-09,AN,34,43,1,737,0
2020-09-10,AN,39,43,0,1016,0
2020-09-11,AN,29,36,0,888,0
2020-09-12,AN,27,45,0,890,0
2020-09-13,AN,25,41,0,709,0
2020-09-14,AN,11,35,1,708,0
2020-09-15,AN,17,40,0,836,0
2020-09-16,AN,19,27,0,971,0
2020-09-17,AN,11,33,0,1067,0
2020-09-18,AN,27,36,0,1174,0
2020-09-19,AN,13,22,0,646,0
2020-09-20,AN,7,15,0,581,0
2020-09-21,AN,22,18,0,958,0
2020-09-22,AN,18,10,0,625,0
2020-09-23,AN,21,15,0,746,0
2020-09-24,AN,32,9,0,-599,0
2020-09-25,AN,15,25,0,2177,0
2020-09-26,AN,15,23,0,890,0
2020-09-27,AN,20,2,1,602,0
2020-09-28,AN,9,29,0,682,0
2020-09-29,AN,18,5,0,792,0
2020-09-30,AN,14,21,0,628,0
2020-10-01,AN,13,15,0,913,0
2020-10-02,AN,10,8,0,761,0
2020-10-03,AN,10,11,0,794,0
2020-10-04,AN,16,7,0,872,0
2020-10-05,AN,15,10,1,906,0
2020-10-06,AN,13,19,0,781,0
2020-10-07,AN,23,18,0,1321,0
2020-10-08,AN,17,11,1,1133,0
2020-10-09,AN,24,17,0,1088,0
2020-10-10,AN,16,20,0,1132,0
2020-10-11,AN,13,20,0,682,0
2020-10-12,AN,18,6,0,786,0
2020-10-13,AN,13,12,0,848,0
2020-10-14,AN,10,14,0,844,0
2020-10-15,AN,16,21,0,901,0
2020-10-16,AN,10,14,1,838,0
2020-10-17,AN,11,17,0,914,0
2020-10-18,AN,25,20,0,753,0
2020-10-19,AN,18,24,0,947,0
2020-10-20,AN,15,10,0,1223,0
2020-10-21,AN,27,11,0,1103,0
2020-10-22,AN,16,24,1,998,0
2020-10-23,AN,23,8,1,1467,0
2020-10-24,AN,18,23,0,1112,0
2020-10-25,AN,20,15,0,746,0
2020-10-26,AN,8,14,0,489,0
2020-10-27,AN,21,22,0,1193,0
2020-10-28,AN,15,20,0,1070,0
2020-10-29,AN,16,15,1,1337,0
2020-10-30,AN,12,22,0,1074,0
2020-10-31,AN,15,24,0,664,0
2020-11-01,AN,8,12,1,1106,0
2020-11-02,AN,12,20,0,1342,0
2020-11-03,AN,20,21,0,1348,0
2020-11-04,AN,17,10,0,1157,0
2020-11-05,AN,14,12,0,1233,0
2020-11-06,AN,17,19,0,1575,0
2020-11-07,AN,21,12,0,1389,0
2020-11-08,AN,9,15,0,1209,0
2020-11-09,AN,13,18,0,1213,0
2020-11-10,AN,14,16,0,1201,0
2020-11-11,AN,17,12,0,1207,0
2020-11-12,AN,13,15,1,1166,0
2020-11-13,AN,11,22,0,1186,0
2020-11-14,AN,9,11,0,914,0
2020-11-15,AN,9,15,0,1035,0
2020-11-16,AN,21,16,0,1346,0
2020-11-17,AN,17,17,0,1566,0
2020-11-18,AN,19,15,0,1520,0
2020-11-19,AN,11,20,0,1626,0
2020-11-20,AN,13,10,0,1600,0
2020-11-21,AN,14,20,0,1576,0
2020-11-22,AN,10,12,0,1125,0
2020-11-23,AN,15,13,0,1561,0
2020-11-24,AN,11,11,0,1670,0
2020-11-25,AN,10,15,0,1607,0
2020-11-26,AN,5,12,0,1234,0
2020-11-27,AN,7,17,0,1667,0
2020-11-28,AN,9,10,0,1499,0
2020-11-29,AN,6,19,0,1581,0
2020-11-30,AN,6,13,0,1477,0
2020-12-01,AN,8,16,0,1691,0
2020-12-02,AN,5,17,0,1704,0
2020-12-03,AN,6,14,0,1571,0
2020-12-04,AN,13,14,0,1597,0
2020-12-05,AN,5,5,0,1696,0
2020-12-06,AN,11,8,0,1678,0
2020-12-07,AN,15,7,0,1635,0
2020-12-08,AN,5,16,0,1706,0
2020-12-09,AN,5,0,0,1734,0
2020-12-10,AN,8,5,0,1742,0
2020-12-11,AN,7,7,0,1663,0
2020-12-12,AN,7,6,0,2120,0
2020-12-13,AN,13,8,0,2078,0
2020-12-14,AN,16,8,0,1681,0
2020-12-15,AN,8,7,0,1769,0
2020-12-16,AN,8,10,0,1788,0
2020-12-17,AN,10,9,0,1785,0
2020-12-18,AN,9,5,0,1829,0
2020-12-19,AN,6,7,0,1965,0
2020-12-20,AN,6,13,0,2203,0
2020-12-21,AN,7,8,1,1821,0
2020-12-22,AN,5,9,0,1924,0
2020-12-23,AN,3,12,0,1897,0
2020-12-24,AN,5,14,0,2090,0
2020-12-25,AN,11,6,0,1726,0
2020-12-26,AN,0,8,0,1096,0
2020-12-27,AN,12,9,0,1320,0
2020-12-28,AN,5,5,0,1028,0
2020-12-29,AN,7,8,0,1518,0
2020-12-30,AN,5,9,0,1182,0
2020-12-31,AN,4,6,0,1014,0
2021-01-01,AN,1,4,0,991,0
2021-01-02,AN,1,7,0,1094,0
2021-01-03,AN,1,9,0,1230,0
2021-01-04,AN,0,2,0,1185,0
2021-01-05,AN,1,8,0,975,0
2021-01-06,AN,0,3,0,1236,0
2021-01-07,AN,9,5,0,1680,0
2021-01-08,AN,1,2,0,1175,0
2021-01-09,AN,0,7,0,1354,0
2021-01-10,AN,1,2,0,1159,0
2021-01-11,AN,3,9,0,1632,0
2021-01-12,AN,3,2,0,1508,0
2021-01-13,AN,3,5,0,1619,0
2021-01-14,AN,7,0,0,1327,0
2021-01-15,AN,3,4,0,1148,0
2021-01-16,AN,3,0,0,1568,225
2021-01-17,AN,1,1,0,1220,0
2021-01-18,AN,5,1,0,1670,217
2021-01-19,AN,1,0,0,1321,202
2021-01-20,AN,2,3,0,1447,0
2021-01-21,AN,0,4,0,1258,388
2021-01-22,AN,1,3,0,1325,434
2021-01-23,AN,1,0,0,1631,532
2021-01-24,AN,0,1,0,1074,21
2021-01-25,AN,1,9,0,1448,350
2021-01-26,AN,0,0,0,943,0
2021-01-27,AN,0,5,0,1149,16
2021-01-28,AN,0,2,0,1622,271
2021-01-29,AN,0,3,0,1855,71
2021-01-30,AN,0,1,0,1392,0
2021-01-31,AN,0,0,0,1261,0
2021-02-01,AN,0,4,0,1715,0
2021-02-02,AN,0,0,0,1732,0
2021-02-03,AN,0,0,0,1706,45
2021-02-04,AN,0,0,0,1843,166
2021-02-05,AN,3,0,0,1500,223
2021-02-06,AN,3,0,0,1964,0
2021-02-07,AN,1,0,0,1475,236
2021-02-08,AN,4,0,0,1571,0
2021-02-09,AN,2,0,0,1696,16
2021-02-10,AN,0,0,0,2023,0
2021-02-11,AN,0,0,0,1471,41
2021-02-12,AN,0,2,0,1798,0
2021-02-13,AN,2,4,0,2114,192
2021-02-14,AN,0,0,0,1544,0
2021-02-15,AN,0,0,0,1273,201
2021-02-16,AN,4,5,0,1475,0
2021-02-17,AN,1,1,0,1737,198
2021-02-18,AN,0,0,0,1944,302
2021-02-19,AN,0,4,0,1957,106
2021-02-20,AN,0,1,0,1538,393
2021-02-21,AN,0,0,0,1560,0
2021-02-22,AN,1,0,0,1551,596
2021-02-23,AN,1,0,0,1395,123
2021-02-24,AN,0,1,0,1371,79
2021-02-25,AN,0,2,0,1279,390
2021-02-26,AN,1,0,0,1483,100
2021-02-27,AN,1,0,0,1357,0
2021-02-28,AN,2,0,0,1290,0
2021-03-01,AN,0,0,0,1300,447
2021-03-02,AN,0,0,0,1394,331
2021-03-03,AN,2,0,0,1817,0
2021-03-04,AN,2,1,0,1839,0
2021-03-05,AN,0,1,0,1622,1480
2021-03-06,AN,0,1,0,1966,585
2021-03-07,AN,0,0,0,1604,210
2021-03-08,AN,2,2,0,1914,703
2021-03-09,AN,2,1,0,1537,543
2021-03-10,AN,0,2,0,1595,316
2021-03-11,AN,0,0,0,1418,479
2021-03-12,AN,1,1,0,1692,501
2021-03-13,AN,1,3,0,2144,192
2021-03-14,AN,1,0,0,1501,0
2021-03-15,AN,0,2,0,2252,439
2021-03-16,AN,1,1,0,1733,272
2021-03-17,AN,3,0,0,1606,0
2021-03-18,AN,1,2,0,1615,470
2021-03-19,AN,2,0,0,1844,415
2021-03-20,AN,0,0,0,1674,268
2021-03-21,AN,1,0,0,1825,0
2021-03-22,AN,0,0,0,1387,376
2021-03-23,AN,0,3,0,1477,590
2021-03-24,AN,2,1,0,1557,183
2021-03-25,AN,1,1,0,1803,443
2021-03-26,AN,1,0,0,1763,262
2021-03-27,AN,1,1,0,1931,350
2021-03-28,AN,2,1,0,1509,0
2021-03-29,AN,6,0,0,1319,0
2021-03-30,AN,29,0,0,1245,491
2021-03-31,AN,2,0,0,1482,0
2021-04-01,AN,1,4,0,1592,728
2021-04-02,AN,0,1,0,1545,461
2021-04-03,AN,14,6,0,1206,521
2021-04-04,AN,11,3,0,1619,643
2021-04-05,AN,7,11,0,1444,1094
2021-04-06,AN,7,9,0,1467,1582
2021-04-07,AN,8,10,0,1744,1410
2021-04-08,AN,18,7,0,1638,2477
2021-04-09,AN,12,1,0,1552,2302
2021-04-10,AN,14,10,0,2113,2179
2021-04-11,AN,15,2,0,2049,2182
2021-04-12,AN,11,10,0,1649,4513
2021-04-13,AN,8,4,0,2075,6497
2021-04-14,AN,38,24,1,1874,6588
2021-04-15,AN,15,4,0,2054,5162
2021-04-16,AN,27,28,0,2004,6592
2021-04-17,AN,42,36,1,2250,6129
2021-04-18,AN,59,54,0,2347,3817
2021-04-19,AN,31,12,0,1668,4365
2021-04-20,AN,45,31,0,1753,3267
2021-04-21,AN,24,33,0,1935,1912
2021-04-22,AN,37,33,1,1461,2476
2021-04-23,AN,42,49,0,1692,1824
2021-04-24,AN,45,52,1,999,1609
2021-04-25,AN,51,57,0,1462,1055
2021-04-26,AN,51,53,0,1679,1425
2021-04-27,AN,48,42,0,1948,1181
2021-04-28,AN,52,44,1,1006,923
2021-04-29,AN,59,37,0,1256,1023
2021-04-30,AN,74,58,0,1951,1076
2021-05-01,AN,97,72,1,1318,557
2021-05-02,AN,38,25,1,793,76
2021-05-03,AN,66,52,1,778,473
2021-05-04,AN,31,29,0,643,340
2021-05-05,AN,42,49,1,667,375
2021-05-06,AN,32,30,1,382,703
2021-05-07,AN,56,72,0,490,685
2021-05-08,AN,30,26,2,569,500
2021-05-09,AN,26,32,2,397,82
2021-05-10,AN,31,37,2,360,545
2021-05-11,AN,28,24,0,223,386
2021-05-12,AN,44,26,3,544,349
2021-05-13,AN,40,38,2,402,264
2021-05-14,AN,32,12,2,425,9
2021-05-15,AN,26,42,0,209,247
2021-05-16,AN,35,16,3,578,1
2021-05-17,AN,35,46,1,428,429
2021-05-18,AN,36,30,3,293,278
2021-05-19,AN,35,26,3,458,503
2021-05-20,AN,49,16,1,496,1731
2021-05-21,AN,31,16,2,666,766
2021-05-22,AN,31,24,3,625,810
2021-05-23,AN,24,32,2,625,385
2021-05-24,AN,9,22,1,131,451
2021-05-25,AN,25,49,2,331,685
2021-05-26,AN,23,29,2,461,809
2021-05-27,AN,16,18,1,340,611
2021-05-28,AN,19,39,4,492,758
2021-05-29,AN,28,30,0,544,1013
2021-05-30,AN,20,23,1,424,242
2021-05-31,AN,21,36,1,625,528
2021-06-01,AN,13,26,3,735,731
2021-06-02,AN,25,36,1,523,499
2021-06-03,AN,27,39,0,615,683
2021-06-04,AN,18,32,2,666,501
2021-06-05,AN,17,24,1,633,463
2021-06-06,AN,14,18,0,789,8
2021-06-07,AN,12,18,1,699,507
2021-06-08,AN,23,23,2,822,399
2021-06-09,AN,14,17,0,879,321
2021-06-10,AN,29,21,0,718,887
2021-06-11,AN,36,11,0,1130,746
2021-06-12,AN,10,12,1,802,857
2021-06-13,AN,18,29,0,910,2
2021-06-14,AN,8,9,0,656,936
2021-06-15,AN,11,15,0,763,909
2021-06-16,AN,26,30,1,899,960
2021-06-17,AN,29,25,0,728,933
2021-06-18,AN,28,24,0,631,930
2021-06-19,AN,31,34,0,786,840
2021-06-20,AN,12,15,0,772,2
2021-06-21,AN,9,14,0,860,758
2021-06-22,AN,10,4,0,987,2757
2021-06-23,AN,13,15,0,878,3899
2021-06-24,AN,2,4,0,703,4885
2021-06-25,AN,1,31,0,690,4789
2021-06-26,AN,5,20,0,642,5050
2021-06-27,AN,9,1,0,959,1683
2021-06-28,AN,7,20,1,732,3485
2021-06-29,AN,4,10,0,992,4544
2021-06-30,AN,1,12,0,678,3422
2021-07-01,AN,2,0,0,851,834
2021-07-02,AN,6,17,0,701,1031
2021-07-03,AN,3,5,0,919,995
2021-07-04,AN,4,3,0,955,12
2021-07-05,AN,0,6,0,850,956
2021-07-06,AN,5,4,0,900,1103
2021-07-07,AN,4,6,0,999,974
2021-07-08,AN,1,2,0,750,909
2021-07-09,AN,0,1,0,783,795
2021-07-10,AN,0,0,1,952,2041
2021-07-11,AN,0,0,0,737,223
2021-07-12,AN,1,3,0,870,1986
2021-07-13,AN,3,3,0,951,6060
2021-07-14,AN,3,1,0,832,2625
2021-07-15,AN,2,0,0,936,1763
2021-07-16,AN,4,1,0,1034,1105
2021-07-17,AN,1,1,0,1358,791
2021-07-18,AN,4,4,0,1243,132
2021-07-19,AN,6,3,0,1200,920
2021-07-20,AN,2,2,0,1040,2432
2021-07-21,AN,3,4,0,988,3
2021-07-22,AN,4,3,0,676,2846
2021-07-23,AN,0,2,0,1071,3147
2021-07-24,AN,0,3,0,1141,2565
2021-07-25,AN,4,3,0,969,563
2021-07-26,AN,1,2,0,1333,1801
2021-07-27,AN,0,2,0,1311,2909
2021-07-28,AN,1,6,0,1061,3253
2021-07-29,AN,3,0,0,1155,2731
2021-07-30,AN,1,3,0,1183,2056
2021-07-31,AN,2,2,0,1231,3665
2021-08-01,AN,2,3,0,1193,48
2021-08-02,AN,0,1,0,1129,834
2021-08-03,AN,1,1,0,1646,991
2021-08-04,AN,1,3,0,1149,1004
2021-08-05,AN,0,0,0,1352,884
2021-08-06,AN,0,0,0,1543,877
2021-08-07,AN,3,1,0,1326,688
2021-08-08,AN,2,1,0,1207,55
2021-08-09,AN,0,2,0,1172,976
2021-08-10,AN,2,0,0,1347,934
2021-08-11,AN,0,1,0,1167,2329
2021-08-12,AN,0,0,0,1146,4447
2021-08-13,AN,0,2,0,1283,4553
2021-08-14,AN,0,2,0,1351,4393
2021-08-15,AN,0,2,0,1022,220
2021-08-16,AN,1,0,0,1518,1687
2021-08-17,AN,0,0,0,1896,1219
2021-08-18,AN,1,0,0,2185,821
2021-08-19,AN,3,0,0,2033,70
2021-08-20,AN,3,0,0,1871,1466
2021-08-21,AN,1,0,0,2119,302
2021-08-22,AN,0,1,0,1278,138
2021-08-23,AN,2,0,0,1862,3012
2021-08-24,AN,1,1,0,2163,2979
2021-08-25,AN,0,3,0,2141,2911
2021-08-26,AN,0,3,0,1959,2254
2021-08-27,AN,0,1,0,2023,1831
2021-08-28,AN,0,0,0,1918,0
2021-08-29,AN,4,2,0,2075,2840
2021-08-30,AN,1,1,0,1702,1346
2021-08-31,AN,1,0,0,2006,1690
2021-09-01,AN,0,0,0,1995,1451
2021-09-02,AN,1,0,0,1908,1291
2021-09-03,AN,3,1,0,1624,897
2021-09-04,AN,2,4,0,1876,1020
2021-09-05,AN,0,1,0,1924,39
2021-09-06,AN,0,0,0,2009,864
2021-09-07,AN,1,0,0,2158,1158
2021-09-08,AN,3,1,0,1882,1374
2021-09-09,AN,1,3,0,2129,1537
2021-09-10,AN,2,2,0,1912,1139
2021-09-11,AN,1,0,0,1900,1254
2021-09-12,AN,2,1,0,1718,1839
2021-09-13,AN,2,3,0,1452,1704
2021-09-14,AN,8,1,0,2509,1962
2021-09-15,AN,0,2,0,2262,3770
2021-09-16,AN,3,1,0,2369,840
2021-09-17,AN,1,2,0,2417,3994
2021-09-18,AN,2,2,0,2550,1545
2021-09-19,AN,2,3,0,2582,1140
2021-09-20,AN,2,0,0,2683,448
2021-09-21,AN,5,3,0,2474,424
2021-09-22,AN,8,5,0,2199,347
2021-09-23,AN,1,4,0,2393,322
2021-09-24,AN,1,2,0,2486,330
2021-09-25,AN,1,1,0,2096,310
2021-09-26,AN,0,3,0,1549,29
2021-09-27,AN,1,3,0,1342,355
2021-09-28,AN,1,1,0,1496,269
2021-09-29,AN,0,2,0,1686,317
2021-09-30,AN,1,1,0,1921,264
2021-10-01,AN,0,1,0,2159,254
2021-10-02,AN,1,0,0,1823,17
2021-10-03,AN,1,1,0,1614,0
2021-10-04,AN,1,0,0,1343,293
2021-10-05,AN,2,3,0,1833,262
2021-10-06,AN,1,0,0,1791,293
2021-10-07,AN,2,1,0,1717,206
2021-10-08,AN,0,1,0,1489,186
2021-10-09,AN,3,2,0,1730,168
2021-10-10,AN,1,2,0,1430,21
2021-10-11,AN,1,1,0,1410,251
2021-10-12,AN,1,3,0,1701,188
2021-10-13,AN,2,1,0,1605,200
2021-10-14,AN,3,2,0,1500,135
2021-10-15,AN,1,2,0,1463,7
2021-10-16,AN,0,0,0,942,112
2021-10-17,AN,1,2,0,1368,1
2021-10-18,AN,0,1,0,1203,206
2021-10-19,AN,4,3,0,1569,138
2021-10-20,AN,0,1,0,1471,3
2021-10-21,AN,0,0,0,1458,133
2021-10-22,AN,0,1,0,1468,186
2021-10-23,AN,2,0,0,1699,124
2021-10-24,AN,0,2,0,1158,5
2021-10-25,AN,0,1,0,1335,230
2021-10-26,AN,0,1,0,1144,165
2021-10-27,AN,2,1,0,1172,132
2021-10-28,AN,1,0,0,1301,132
2021-10-29,AN,0,1,0,1348,128
2021-10-30,AN,0,1,0,1260,94
2021-10-31,AN,0,0,0,1376,3
2020-03-12,AP,1,0,0,0,0
2020-03-13,AP,0,0,0,0,0
2020-03-14,AP,0,0,0,0,0
2020-03-15,AP,0,0,0,0,0
2020-03-16,AP,0,0,0,0,0
2020-03-17,AP,0,0,0,0,0
2020-03-18,AP,0,0,0,0,0
2020-03-19,AP,2,0,0,0,0
2020-03-20,AP,0,0,0,0,0
2020-03-21,AP,2,0,0,0,0
2020-03-22,AP,1,0,0,0,0
2020-03-23,AP,1,0,0,0,0
2020-03-24,AP,1,0,0,0,0
2020-03-25,AP,2,0,0,0,0
2020-03-26,AP,1,0,0,0,0
2020-03-27,AP,2,0,0,0,0
2020-03-28,AP,6,0,0,0,0
2020-03-29,AP,2,1,0,0,0
2020-03-30,AP,2,0,0,0,0
2020-03-31,AP,21,0,0,0,0
2020-04-01,AP,67,1,0,0,0
2020-04-02,AP,38,0,0,1800,0
2020-04-03,AP,15,0,1,0,0
2020-04-04,AP,28,0,0,0,0
2020-04-05,AP,64,3,0,0,0
2020-04-06,AP,47,0,2,0,0
2020-04-07,AP,11,0,1,0,0
2020-04-08,AP,34,1,0,0,0
2020-04-09,AP,15,4,2,0,0
2020-04-10,AP,18,0,0,4574,0
2020-04-11,AP,24,0,0,584,0
2020-04-12,AP,15,2,1,0,0
2020-04-13,AP,19,0,0,1797,0
2020-04-14,AP,45,4,4,1750,0
2020-04-15,AP,41,4,3,1108,0
2020-04-16,AP,9,0,0,8622,0
2020-04-17,AP,38,15,0,0,0
2020-04-18,AP,31,7,2,1215,0
2020-04-19,AP,44,23,1,5508,0
2020-04-20,AP,75,27,3,3775,0
2020-04-21,AP,35,4,2,5022,0
2020-04-22,AP,56,24,2,5757,0
2020-04-23,AP,80,21,3,6520,0
2020-04-24,AP,62,4,2,6306,0
2020-04-25,AP,61,26,2,6928,0
2020-04-26,AP,81,60,0,6768,0
2020-04-27,AP,80,4,0,6517,0
2020-04-28,AP,82,23,0,5783,0
2020-04-29,AP,73,29,0,7727,0
2020-04-30,AP,71,34,0,6497,0
2020-05-01,AP,60,82,2,7902,0
2020-05-02,AP,62,38,0,5943,0
2020-05-03,AP,58,47,0,6534,0
2020-05-04,AP,67,36,0,10292,0
2020-05-05,AP,67,65,1,8263,0
2020-05-06,AP,60,140,2,7782,0
2020-05-07,AP,56,51,2,8087,0
2020-05-08,AP,54,62,3,7320,0
2020-05-09,AP,43,45,3,8388,0
2020-05-10,AP,50,38,1,8666,0
2020-05-11,AP,38,73,0,7409,0
2020-05-12,AP,71,58,1,10730,0
2020-05-13,AP,48,86,1,9322,0
2020-05-14,AP,68,50,1,9256,0
2020-05-15,AP,102,60,0,9038,0
2020-05-16,AP,48,101,1,0,0
2020-05-17,AP,25,103,1,19508,0
2020-05-18,AP,52,96,0,9773,0
2020-05-19,AP,57,69,2,9679,0
2020-05-20,AP,71,43,1,9162,0
2020-05-21,AP,45,41,1,8092,0
2020-05-22,AP,62,26,1,8415,0
2020-05-23,AP,47,48,1,8850,0
2020-05-24,AP,66,62,0,11357,0
2020-05-25,AP,106,51,0,10240,0
2020-05-26,AP,97,125,1,8148,0
2020-05-27,AP,134,48,1,9664,0
2020-05-28,AP,128,68,1,9858,0
2020-05-29,AP,85,101,1,11638,0
2020-05-30,AP,131,55,0,9504,0
2020-05-31,AP,110,51,2,9370,0
2020-06-01,AP,105,34,2,10567,0
2020-06-02,AP,115,40,0,12366,0
2020-06-03,AP,180,50,4,8066,0
2020-06-04,AP,141,65,3,9986,0
2020-06-05,AP,138,36,2,9831,0
2020-06-06,AP,210,75,0,12771,0
2020-06-07,AP,199,29,2,17695,0
2020-06-08,AP,154,42,0,14246,0
2020-06-09,AP,69,48,2,15085,0
